customer_id,first_name,last_name,email,signup_date,country,customer_segment,lifetime_value
4795,Julia,Beck,sean64@example.net,2022-05-28,United Arab Emirates,VIP,2127.64
2450,Caitlin,Miller,ogray@example.com,2024-03-30,Korea,VIP,8890.69
3339,Richard,Diaz,hendersonspencer@example.org,2022-05-27,Botswana,VIP,8792.59
6397,Kara,Kelly,amartin@example.com,2024-03-06,Papua New Guinea,Regular,960.32
2806,Marcus,Liu,qjensen@example.org,2023-03-09,Ecuador,VIP,1206.59
8559,Brooke,Hammond,wstone@example.com,2023-10-28,Russian Federation,Premium,5066.55
7887,Bobby,Rose,lacey79@example.net,2025-03-12,Macao,Premium,674.7
8389,James,Glenn,ahoward@example.org,2022-10-02,Sri Lanka,Premium,4024.4
3928,Jesse,Dominguez,bpearson@example.net,2022-04-24,Saint Barthelemy,VIP,6856.08
7831,Dawn,Forbes,vsimpson@example.net,2024-09-20,Bulgaria,Premium,9633.57
5194,Susan,Lester,meadowsjared@example.net,2024-07-16,Saint Lucia,Regular,2903.02
6824,Jill,Christensen,ajacobs@example.com,2024-07-06,China,VIP,8736.57
8977,Robert,Anthony,laurencook@example.com,2022-07-06,Macao,Regular,7881.37
7119,Jennifer,Clark,catherine73@example.com,2023-02-27,Vanuatu,VIP,5532.44
6286,Jennifer,Peters,tracie94@example.com,2024-06-19,Iran,Regular,5678.67
6406,Kathy,Stewart,cesargoodman@example.org,2023-10-09,Turks and Caicos Islands,Premium,4757.9
8436,Craig,Norton,halljose@example.org,2023-03-18,Korea,VIP,2298.07
1915,Jeremy,Flores,michaelhorton@example.com,2024-06-10,France,VIP,8760.68
7743,Thomas,Carey,jwolfe@example.net,2023-11-21,Philippines,VIP,227.41
6497,Justin,Castro,greenmichelle@example.org,2022-07-05,Chile,Regular,4529.59
7717,Victoria,Donovan,amoore@example.net,2022-12-29,Venezuela,Regular,7091.62
9562,Allen,Williams,sray@example.org,2024-11-02,Liberia,Regular,8544.69
4045,Alex,Guerrero,ncollins@example.net,2024-06-14,Australia,Regular,1713.38
3196,Caitlyn,Miller,anthony28@example.com,2024-12-30,Gambia,Regular,3254.17
9685,Linda,Monroe,rubiojohn@example.net,2024-11-09,Denmark,Regular,8517.36
2836,Eileen,Myers,mooreabigail@example.com,2023-07-13,Bosnia and Herzegovina,Premium,3805.56
5073,Lee,Snyder,taylorshaffer@example.org,2023-03-20,Spain,Premium,5147.86
2547,Derek,Wood,agraves@example.net,2024-11-29,Papua New Guinea,VIP,3396.11
9559,April,Johnson,uespinoza@example.net,2022-05-19,Iraq,Regular,1586.45
4213,Erica,Graham,cmartinez@example.org,2024-03-20,Bosnia and Herzegovina,VIP,2837.05
4292,Adam,Gray,annettedavis@example.net,2023-10-07,Albania,VIP,1611.39
1194,William,Medina,tony14@example.org,2024-01-15,Equatorial Guinea,VIP,1813.5
1957,Theresa,Lee,mitchelllynn@example.com,2024-04-13,Bermuda,VIP,3840.72
7992,Michelle,Medina,aaron01@example.org,2023-01-19,New Caledonia,Premium,3556.98
7551,Elizabeth,Ibarra,scottlauren@example.net,2022-10-30,Saint Pierre and Miquelon,Premium,793.43
1139,Anthony,Reid,donnaatkins@example.net,2023-12-10,Australia,Regular,4011.72
2672,Michelle,Mendoza,joshua65@example.com,2024-11-24,Cayman Islands,VIP,3130.6
9990,Aaron,Patel,marythomas@example.org,2023-10-22,Saint Barthelemy,VIP,8239.21
5271,Cindy,Larsen,weisswhitney@example.com,2024-04-12,Netherlands,Regular,8976.39
3685,David,Adams,johncook@example.com,2022-07-15,Russian Federation,VIP,2468.43
7741,Molly,Watts,vwebster@example.net,2023-04-24,Falkland Islands (Malvinas),VIP,2503.45
9732,Jason,Harris,swilliams@example.org,2024-09-19,Montserrat,VIP,7120.29
7165,Daniel,Scott,jimenezalyssa@example.com,2023-09-16,Rwanda,Premium,8551.8
7263,Jessica,Hardy,kingharold@example.net,2023-06-28,Greenland,Regular,5205.57
9401,Ryan,Johnson,jessicasmith@example.net,2024-07-05,Hong Kong,Regular,2556.47
5161,Gregory,Stewart,ilowe@example.com,2023-09-02,Thailand,Regular,4705.78
8525,Beth,Smith,droach@example.net,2024-08-06,Equatorial Guinea,Regular,6037.04
1830,Catherine,Johnson,schaeferscott@example.net,2022-07-21,Thailand,Premium,5367.36
3026,Adrienne,Rogers,wdean@example.org,2022-09-13,Kenya,Premium,1173.23
2510,Kevin,Franklin,bruceashley@example.net,2024-03-01,Solomon Islands,Premium,1489.16
5517,Kathy,Howell,gallegosdouglas@example.com,2024-03-12,Jersey,VIP,2925.67
4504,Ashley,Wolf,boyddarrell@example.org,2023-02-23,Nigeria,VIP,2356.96
9878,Monica,Simpson,wclark@example.org,2023-04-17,Lao People's Democratic Republic,Premium,589.67
3767,Jack,Watson,cthomas@example.org,2023-02-03,Libyan Arab Jamahiriya,Premium,5707.88
5040,Lydia,Wells,dmartinez@example.net,2023-01-10,Korea,Regular,4379.85
5202,Paul,Freeman,teresasmith@example.com,2024-08-14,Jordan,Premium,7336.64
6255,Brandi,Mills,umcbride@example.net,2022-12-02,Paraguay,VIP,6281.56
9019,Daisy,Moore,tiffany17@example.net,2023-08-20,Spain,Regular,1838.52
1838,Phillip,Castillo,gloversabrina@example.com,2024-01-17,Austria,VIP,5910.64
8878,Mark,Hunter,christopher51@example.org,2022-12-30,Bouvet Island (Bouvetoya),Premium,4629.67
5823,Dennis,Jones,russochristopher@example.net,2025-02-21,Uganda,Regular,9401.73
3986,Amy,Knight,ssmith@example.net,2023-04-07,India,VIP,5702.64
7274,Wendy,Garcia,riverateresa@example.com,2023-11-18,Greenland,Regular,2478.09
1882,Darren,Hernandez,matthewcrawford@example.net,2023-08-08,Czech Republic,Regular,6293.97
2626,Rachel,King,halljohn@example.net,2024-06-21,Holy See (Vatican City State),Regular,1632.18
5253,Ian,Bauer,tanya96@example.net,2024-07-31,Qatar,VIP,3336.62
4086,Jennifer,Day,gweiss@example.org,2022-10-15,South Africa,Regular,8923.02
2160,Adam,Williams,wgibson@example.com,2023-06-16,American Samoa,Premium,1391.75
7582,Cassandra,Gregory,browningapril@example.net,2023-04-11,Reunion,VIP,8091.03
3706,Justin,Green,ycarter@example.org,2025-02-12,Lao People's Democratic Republic,VIP,6580.37
2436,Cody,Calderon,llewis@example.com,2022-10-13,Bhutan,Premium,4987.01
9621,Tara,Wilson,nicholasroy@example.net,2024-09-19,Cocos (Keeling) Islands,Premium,6711.37
4586,Alexis,Davies,richardgarza@example.org,2024-08-12,Malta,Regular,1675.08
7358,Mindy,Morales,colejessica@example.com,2024-05-28,Peru,Premium,5910.26
5216,Troy,Craig,colejennifer@example.com,2025-01-17,France,VIP,360.0
4052,Joel,Mcintyre,mark13@example.org,2024-03-25,Faroe Islands,Premium,8023.17
9430,Nicholas,Torres,shaneli@example.net,2023-06-22,Denmark,Premium,4746.87
2828,Isaac,Fuller,ashley72@example.com,2022-11-18,Central African Republic,VIP,4107.12
4706,Brian,Rivera,sandrawalter@example.com,2024-02-08,Wallis and Futuna,Premium,3035.53
7956,Stefanie,Bell,sabrinamurphy@example.com,2024-12-21,Australia,Premium,7500.02
5623,Eric,Serrano,stevencuevas@example.net,2024-01-31,Croatia,VIP,2657.93
9029,John,Brown,devonrodgers@example.org,2023-12-14,Costa Rica,VIP,4349.9
5310,Ellen,Johnson,scottmaria@example.net,2022-06-27,Haiti,Regular,7203.96
7262,Dana,Duncan,hallcarl@example.org,2023-02-08,Qatar,Regular,4574.83
2341,Anna,Bishop,wwade@example.org,2023-08-25,Serbia,Premium,2173.85
8872,Kelli,Davis,williammckinney@example.net,2023-06-30,French Polynesia,Regular,9768.99
3612,Shelley,Harris,jean28@example.org,2022-06-10,Guyana,Premium,8991.67
3532,Michael,Kelley,alisonallen@example.net,2023-04-19,Equatorial Guinea,VIP,9233.33
7625,Stephen,Robinson,moorejacob@example.net,2022-12-10,Lesotho,VIP,8736.31
1754,John,Smith,gregory43@example.net,2025-01-06,Netherlands Antilles,Premium,2958.41
3769,Taylor,Roberts,vrobinson@example.com,2023-04-12,Croatia,VIP,4191.26
5657,Michael,Hall,perryshawn@example.com,2025-01-01,Congo,Premium,396.78
3549,Meagan,Williams,perezjoseph@example.com,2024-12-27,Maldives,VIP,6745.08
4004,Ryan,Phillips,gtorres@example.com,2024-11-24,El Salvador,VIP,5435.0
7343,Elizabeth,Olsen,nathancoleman@example.org,2024-07-17,Canada,Premium,4424.71
3533,Patrick,Kidd,patrick15@example.com,2024-12-30,Gabon,Premium,8771.83
6770,Ryan,Lee,jbell@example.net,2023-11-03,Djibouti,Regular,4244.68
5982,Brian,Brown,acopeland@example.org,2024-07-18,Trinidad and Tobago,VIP,9235.3
2336,Karen,Webster,ycurtis@example.org,2023-03-07,Macao,VIP,2355.7
5476,Caroline,Harris,chrisfields@example.org,2025-01-08,Niue,Premium,8784.99
1609,William,Tucker,boydbenjamin@example.com,2024-01-25,American Samoa,Premium,9829.58
6104,Elizabeth,Hall,richard99@example.com,2023-06-18,Tajikistan,Premium,2899.85
3706,Steven,Stewart,carl60@example.com,2023-08-07,Solomon Islands,VIP,3041.89
6042,Arthur,Contreras,adam62@example.com,2022-10-27,Kenya,Regular,4530.33
9301,Rebecca,Brennan,bpham@example.net,2023-02-24,Fiji,Regular,2678.85
5780,Kelly,Archer,johnandrade@example.com,2023-07-27,Nicaragua,Regular,1288.96
5747,Larry,Miller,amy34@example.net,2024-08-31,Antigua and Barbuda,Premium,1538.2
3570,Megan,Woodard,michael76@example.net,2022-09-14,Chile,Premium,3913.87
6854,Levi,Warner,colekayla@example.net,2025-01-15,Bhutan,Regular,5711.35
5492,Jessica,Jones,elizabeth36@example.org,2025-03-21,Ireland,VIP,6628.12
5115,Christopher,Williams,nsmith@example.com,2022-05-19,Micronesia,Premium,3032.21
2766,Emily,Wheeler,batesjames@example.org,2022-09-16,Isle of Man,Regular,628.1
1310,Melinda,Smith,hvance@example.net,2024-05-24,Zimbabwe,Premium,8997.71
9973,Andrea,Murphy,qli@example.com,2024-06-10,Nepal,VIP,2126.48
7965,James,Smith,george11@example.com,2022-05-31,Liechtenstein,Premium,3272.75
7547,Nicholas,Jordan,zlong@example.org,2024-09-02,Seychelles,VIP,4776.44
9911,Rebecca,Alexander,smithamy@example.com,2025-02-04,Vietnam,Premium,8883.95
4546,Erik,Palmer,bookerjoseph@example.org,2024-07-24,United Kingdom,VIP,5814.58
2195,Samantha,Miller,jonesjacqueline@example.com,2023-05-14,French Guiana,Regular,8233.3
4806,Susan,Garcia,alvaradocharles@example.com,2025-01-10,Saint Lucia,Premium,2378.35
5843,Sierra,Smith,phorton@example.net,2024-02-13,British Virgin Islands,Premium,7661.33
9690,Patricia,Perkins,ericstokes@example.net,2024-10-17,Papua New Guinea,VIP,943.98
7498,Patricia,Carlson,iperry@example.net,2023-04-06,Serbia,Premium,6408.68
4080,Stephanie,Rojas,scottcurtis@example.com,2024-12-01,Isle of Man,Premium,9517.16
9815,Stephanie,Stephens,jwright@example.com,2022-08-18,Myanmar,VIP,638.71
7266,Amber,Davis,bfrost@example.org,2025-03-14,Sri Lanka,Premium,597.18
8943,Tracy,Davis,pconner@example.com,2024-12-02,Syrian Arab Republic,Premium,9486.1
4634,Don,Francis,powens@example.net,2022-07-09,Cocos (Keeling) Islands,VIP,4149.05
7831,Andrea,Valdez,sandra10@example.com,2025-01-21,Malawi,VIP,9576.38
5933,Denise,Freeman,raymondcollins@example.net,2023-03-27,Togo,Regular,5231.36
6445,Patrick,Rodriguez,kathy94@example.org,2024-02-03,Kuwait,VIP,4899.81
1515,Jeffrey,Pena,dustinmarshall@example.org,2023-06-06,Ecuador,Premium,5733.99
4983,Joshua,Sanchez,cheryltaylor@example.org,2022-04-30,Serbia,Premium,3356.32
8247,Danny,Garcia,morganmolly@example.org,2023-12-17,Tonga,Premium,3501.43
8209,Donald,Sanchez,suzannemendoza@example.org,2024-01-22,Guyana,Premium,2492.78
4784,Ryan,Hodges,christinethomas@example.com,2024-05-09,Tanzania,Premium,2954.76
6105,Scott,Lee,reidwilliam@example.org,2024-07-09,Egypt,VIP,7879.38
9296,Lori,Rivas,johnmays@example.com,2023-07-24,Christmas Island,Premium,8256.02
9230,Austin,Hughes,codygarcia@example.com,2023-10-07,Vanuatu,VIP,5642.96
6073,Jose,Foley,qyates@example.net,2022-06-12,Nigeria,Regular,3173.56
7515,Patrick,Nichols,dbowman@example.com,2023-10-29,Bermuda,Regular,3826.38
5927,Jonathan,Andersen,geoffreydavenport@example.com,2023-04-02,New Caledonia,Regular,2679.02
3059,Mary,Keller,mendezethan@example.org,2023-05-22,Israel,Premium,1815.55
6083,Jennifer,Williams,danielsmith@example.com,2023-07-25,Ecuador,Premium,9480.06
4854,Angelica,Miller,trodriguez@example.com,2022-03-24,Gabon,VIP,3232.53
9565,Pamela,Hart,juan97@example.com,2022-09-19,Germany,Premium,3204.93
6446,Kimberly,Gill,ubanks@example.org,2023-12-25,Kyrgyz Republic,Regular,649.53
8139,Julie,Smith,hgallagher@example.net,2025-01-15,Namibia,Premium,4034.09
3987,Jessica,Werner,raven06@example.net,2025-01-12,United States Virgin Islands,VIP,5767.22
8502,Kelly,Woods,michael35@example.org,2022-05-22,Trinidad and Tobago,Regular,4012.61
9071,Sarah,Gray,scottmiller@example.com,2023-10-19,Czech Republic,Regular,3292.55
9837,Samantha,Petersen,smithtyler@example.org,2023-05-19,South Africa,VIP,9073.92
1561,Christian,Matthews,lholmes@example.org,2023-03-07,Pakistan,VIP,1658.71
5106,Kristen,Rodriguez,brandon40@example.net,2025-01-23,French Southern Territories,VIP,801.72
9781,Melanie,Lee,brownjeremy@example.com,2022-11-18,Nigeria,VIP,5177.05
3556,Linda,Perez,austinjones@example.org,2024-08-07,Nepal,VIP,9647.7
2872,Kevin,Skinner,suttonkyle@example.net,2022-10-16,Peru,Premium,3793.75
6928,George,Hernandez,lindsaysanchez@example.org,2022-08-29,Gabon,Premium,2037.12
1013,Matthew,Roberts,ryanjones@example.com,2025-01-30,Morocco,Regular,2889.46
3852,Leslie,Jackson,pattersonsean@example.net,2023-04-29,Burkina Faso,Regular,9960.5
7358,Philip,Stewart,chase10@example.net,2024-01-24,Guatemala,VIP,3653.16
6212,John,Barnett,eyoung@example.org,2023-11-26,Mali,Regular,1745.33
8400,Tony,Flores,kimberly84@example.org,2023-07-26,Jersey,VIP,3993.83
7088,Steven,Howe,alexisperry@example.org,2024-11-13,Belarus,Regular,5206.71
4921,Carlos,Franklin,vsmith@example.net,2024-10-08,Senegal,VIP,9216.18
3425,Diana,Jackson,jose07@example.com,2025-01-31,Pakistan,VIP,9269.52
7236,Amanda,Williams,juanwest@example.net,2022-12-08,Panama,Regular,3499.15
9738,Craig,Johnson,tuckermatthew@example.com,2023-02-26,Samoa,VIP,6160.22
1357,Samantha,Anderson,aaronjohnson@example.org,2022-05-23,Turkey,Regular,8513.93
3921,Michael,Stewart,kristen44@example.org,2023-09-18,Spain,Regular,8744.37
7648,Elizabeth,Vasquez,jeremy73@example.org,2024-08-14,Fiji,VIP,2416.08
6066,Amy,Davis,lopezmichael@example.com,2025-03-16,Macao,Regular,7370.71
5298,Eric,Esparza,jjohnson@example.org,2022-04-04,Albania,Regular,3290.04
2416,Kenneth,Farrell,nmorgan@example.org,2023-02-01,Netherlands,Regular,696.41
7304,Alexis,Serrano,elizabethrussell@example.net,2023-11-16,Solomon Islands,VIP,4972.3
3388,Daniel,Shaffer,jennifer08@example.net,2024-02-04,Romania,Premium,1062.88
7280,Jessica,Mahoney,roy59@example.net,2022-11-19,Sierra Leone,VIP,8310.03
1077,Nicholas,Salazar,lramirez@example.com,2023-01-03,Korea,VIP,9576.21
8804,Philip,Landry,jennifer56@example.com,2023-04-06,Malawi,Regular,5513.22
5122,Madison,Taylor,susanwalsh@example.com,2022-07-24,Kuwait,Premium,3720.32
5049,Samuel,Gibson,hornechad@example.org,2023-09-09,Russian Federation,Premium,2592.25
6319,Gregory,Roach,gbonilla@example.net,2022-05-28,Dominica,Regular,1924.06
8262,Jessica,Sawyer,xrowland@example.com,2022-10-19,Zambia,Premium,8061.68
2863,Christopher,Mckenzie,dawsongeorge@example.net,2022-05-27,British Indian Ocean Territory (Chagos Archipelago),Regular,4570.56
6729,Karen,Johnson,jason66@example.net,2022-11-21,Iraq,VIP,9377.34
8575,Robert,Pitts,brownterri@example.net,2023-09-15,Montserrat,Regular,4149.49
8520,Joseph,Pena,bwood@example.net,2024-08-31,Guinea,VIP,9567.53
7717,Paul,Moore,zchristensen@example.com,2024-03-07,Mauritius,VIP,1039.79
5655,Amanda,Wade,lgreen@example.com,2023-07-12,Tuvalu,Regular,6963.24
3519,Sandra,Johnson,yphillips@example.com,2022-10-10,American Samoa,Premium,110.06
4540,Timothy,Cunningham,villaedward@example.net,2024-06-23,Uruguay,Regular,6100.14
2445,Steven,Payne,tami94@example.com,2024-02-24,Bosnia and Herzegovina,VIP,2965.07
6626,Jesse,Thomas,scottkemp@example.org,2023-07-03,North Macedonia,VIP,8175.14
3108,Nicole,Howard,chelseawoods@example.com,2023-12-07,Norway,VIP,3451.07
8310,David,Phillips,ramirezjames@example.com,2022-11-25,Mongolia,VIP,6325.53
8650,James,Mcclure,alyssabrown@example.org,2024-12-08,Isle of Man,VIP,5042.76
4832,William,Nguyen,lopezpaul@example.com,2024-04-23,North Macedonia,VIP,9052.23
6742,Rodney,Stanley,michaelbrown@example.com,2024-09-01,Mayotte,Premium,6268.1
7281,Patrick,Page,michael17@example.org,2023-11-24,Germany,Premium,3292.58
9398,Linda,Garcia,christopher70@example.org,2024-11-05,Tajikistan,VIP,8065.7
7159,Timothy,Johnson,ninahumphrey@example.com,2022-05-27,Paraguay,Regular,3447.81
7241,Sarah,Brown,gibsonkaren@example.org,2023-12-27,Gambia,Regular,7010.79
6939,Brett,Dickerson,kellyrojas@example.com,2023-04-03,Rwanda,Premium,8662.97
6491,Alexander,Price,laura52@example.net,2024-11-17,Syrian Arab Republic,Regular,3798.98
8893,James,Lara,phillipsalinas@example.net,2022-06-05,Panama,Regular,9082.08
2683,Ricky,Williams,qwang@example.com,2022-12-21,Portugal,Regular,7187.1
2343,Douglas,Marshall,kelly31@example.net,2022-04-13,Angola,Regular,8274.56
7868,Robert,Wilson,garrett60@example.org,2023-12-20,France,Regular,2527.02
9037,Wanda,Johnston,herrerashannon@example.com,2024-09-11,Ireland,Premium,5786.96
2749,Christopher,Smith,ethan42@example.org,2022-08-21,Algeria,VIP,2108.53
5690,Haley,Savage,ttorres@example.net,2022-10-09,Uganda,VIP,6090.71
4369,Randy,Fernandez,holmesjudith@example.org,2024-09-11,Papua New Guinea,Regular,6487.77
4013,Olivia,Mitchell,elizabethwatson@example.com,2024-06-24,Seychelles,Premium,6806.46
2372,Tiffany,Ruiz,collierricardo@example.net,2023-10-16,Liechtenstein,Premium,9719.39
5854,Devin,Gallegos,umartin@example.net,2023-01-03,Albania,VIP,6183.79
9819,Wendy,Bartlett,cheryl22@example.com,2022-04-18,Uruguay,Premium,942.25
9916,Brooke,Mccall,erodriguez@example.org,2024-07-23,Portugal,Premium,5115.57
6044,Leonard,Garner,vgreene@example.com,2022-04-30,Trinidad and Tobago,VIP,6214.13
8881,Peter,Hardin,kayla92@example.net,2022-09-28,Cote d'Ivoire,VIP,8284.18
5834,Matthew,Brown,jessicapreston@example.com,2022-11-18,Liberia,Regular,2321.65
4017,Kathy,Medina,rwoods@example.com,2025-02-07,Eritrea,Regular,949.01
4929,Veronica,Thompson,tylerhaas@example.org,2024-09-01,Marshall Islands,Premium,6137.91
7853,Kathy,Parker,amanda87@example.org,2023-01-31,Tajikistan,Regular,8087.45
7845,Michael,Henderson,molly68@example.com,2022-08-05,Qatar,VIP,1552.31
2234,Barbara,Schwartz,jared73@example.net,2023-08-16,Falkland Islands (Malvinas),VIP,8025.22
9185,Eric,Moss,stevensalbert@example.org,2023-07-17,Saint Pierre and Miquelon,Premium,8037.51
9104,Mary,Gibson,sherry08@example.net,2023-10-22,Guinea-Bissau,Premium,3083.0
7640,Laura,Buchanan,andrewgarcia@example.com,2022-09-24,Sierra Leone,Premium,1296.25
1345,Luke,Cohen,douglas32@example.com,2024-12-31,Morocco,Premium,6734.93
7923,Margaret,Elliott,nacevedo@example.net,2023-06-12,Pitcairn Islands,Premium,7315.32
5999,Adrian,Beck,rebeccawalker@example.com,2024-10-27,Latvia,Premium,4064.1
1968,Jeremy,Munoz,kylemalone@example.net,2022-05-03,Switzerland,Regular,8405.19
8440,Jimmy,Winters,rowlandmichael@example.org,2025-01-25,Haiti,Premium,8257.68
5227,Clayton,Rivera,millerjeremy@example.net,2023-01-22,Malaysia,Regular,2744.11
2708,Clinton,Ryan,parkstrevor@example.net,2022-12-28,Guadeloupe,Regular,7639.1
2411,Rebecca,Edwards,megan49@example.com,2022-05-11,New Caledonia,VIP,5538.26
3338,Kathryn,Howard,douglaspotter@example.com,2022-12-17,Liechtenstein,Premium,8716.89
6060,Francisco,Jackson,henrylauren@example.net,2023-08-05,Samoa,Premium,4127.85
7972,Paul,Craig,lisa02@example.net,2023-10-23,Puerto Rico,Regular,9340.16
2269,Christopher,Hoffman,wmartin@example.org,2023-04-07,Chile,VIP,1739.42
1884,Michael,Gonzalez,derrick29@example.com,2024-11-01,Belarus,Premium,4574.4
1476,Martha,Sutton,ericmanning@example.org,2023-05-09,Guyana,VIP,1894.58
7118,Dean,Pacheco,markbishop@example.net,2022-04-23,Qatar,Regular,4254.11
3510,Karen,Price,dianawilliamson@example.org,2024-12-12,Turks and Caicos Islands,VIP,3762.7
8185,Cynthia,Tanner,aguilarkevin@example.org,2023-09-04,Tajikistan,Regular,7306.46
3834,Steven,Jones,hkelley@example.net,2024-04-07,Brazil,Premium,9471.38
8851,Christopher,Lopez,serickson@example.com,2022-08-30,Hong Kong,Premium,7965.49
3840,Lauren,Cohen,brian74@example.net,2025-01-12,American Samoa,Premium,5679.17
1177,Adam,Richards,zbenson@example.net,2024-10-16,Bahrain,VIP,3783.82
9932,Elizabeth,Rice,michaelhiggins@example.org,2023-01-05,Canada,VIP,8215.27
5471,Jasmine,Hill,levans@example.net,2022-07-12,United Kingdom,VIP,4663.26
4017,Melissa,Dalton,elizabeth60@example.com,2025-01-05,Serbia,Regular,1989.27
7116,Victoria,Hayes,george45@example.org,2023-08-13,Peru,Premium,9577.74
2240,Marcus,Lawson,andersonjudith@example.org,2024-08-28,Qatar,Regular,7109.49
7074,Michael,Moreno,jerry79@example.net,2024-08-12,Taiwan,Premium,3145.29
2506,Michele,Cunningham,bray@example.com,2022-04-06,Martinique,VIP,1022.41
3720,Amy,Baker,randy61@example.com,2024-11-18,Guam,Premium,5766.28
5673,Steven,Roy,jenniferlamb@example.net,2024-02-03,Yemen,VIP,8342.75
5746,Rebecca,Medina,bairdchristopher@example.net,2023-11-06,United States Virgin Islands,VIP,4942.57
3251,Leslie,Flores,kmorgan@example.net,2024-04-15,Puerto Rico,VIP,1409.91
4997,Pamela,Johnson,davisannette@example.com,2023-11-23,Czech Republic,Regular,7136.88
5520,Heidi,Chavez,thomasrachael@example.net,2025-02-04,Micronesia,Premium,9804.91
5371,Paula,Clark,joshua03@example.org,2023-07-18,Macao,Regular,589.52
3140,Olivia,Cummings,natasha34@example.com,2022-05-30,Central African Republic,Regular,8847.58
5594,Wendy,Brown,theresahenry@example.org,2023-07-28,Croatia,Premium,6850.77
5391,Sarah,Thomas,belldavid@example.net,2022-04-04,Malaysia,VIP,2080.29
1666,Hayden,Miller,ryan32@example.net,2024-03-10,Canada,Regular,336.19
8302,Robert,Carpenter,john56@example.com,2023-11-29,El Salvador,VIP,9642.92
3303,Adam,Brown,melissaevans@example.com,2024-07-15,Congo,Regular,5038.98
4678,Brian,Smith,mooresarah@example.net,2024-04-18,British Virgin Islands,Premium,6898.14
9550,Samuel,Chavez,joannagraham@example.org,2024-11-06,Burkina Faso,VIP,237.97
8427,Michael,Jackson,smithdarrell@example.com,2023-02-20,Ecuador,Premium,8187.32
1185,Katelyn,Brown,veronica00@example.net,2023-04-18,Saint Helena,VIP,930.47
1322,Gregory,Moran,rachel15@example.com,2022-09-12,Wallis and Futuna,VIP,6803.17
2375,Angela,Johnson,william90@example.com,2022-04-13,Switzerland,Regular,3157.03
1999,Crystal,Price,vwong@example.net,2023-10-26,British Virgin Islands,Premium,1226.49
9401,Daniel,Berg,mario84@example.net,2023-11-11,United Arab Emirates,Regular,7641.88
1823,James,Kaiser,charles57@example.org,2023-07-07,Sweden,Regular,101.81
9870,Olivia,Bowen,davidtaylor@example.net,2022-07-21,Anguilla,Premium,9413.83
9913,Beth,Miller,morrisonamanda@example.com,2025-02-05,Switzerland,Premium,2767.27
3915,Peter,West,garrettschultz@example.com,2022-10-05,South Georgia and the South Sandwich Islands,Regular,3441.91
4098,Tim,Liu,mnichols@example.org,2024-07-30,United States Minor Outlying Islands,Premium,4389.8
